Ticker Symbol,Ticker Description
INF,"BROOKFIELD GLOBAL LISTED INFRASTRUCTURE is a closed end management investment company. Its investment objective is to provide a high level of total return, with an emphasis on income."
INFI,"Infinity Pharmaceuticals Inc is a biopharmaceutical company focused on developing novel medicines for the treatment of specific cancers. It is focused on advancing IPI-549, an orally administered, clinical-stage, immuno-oncology product candidate."
INFN,"Infinera Corp is an optical transport networking equipment provider. The company serves telecommunications service providers, Internet content providers, cable providers, research and education institutions, and government entities."
INFO,"IHS Markit Ltd is a provider of data and analytics to corporate and sovereign clients across various industries. It products include economic forecasting, cost modeling, risk assessments and scenario analysis, competitive benchmarking and consulting."
INFU,"InfuSystems Holdings Inc is a provider of ambulatory infusion pumps and related services in the United States. It provides services to hospitals, oncology practices and facilities and other alternate site health care providers."
INFY,"Infosys Ltd is engaged in consulting, technology, outsourcing and next-generation services. It offers software re-engineering, maintenance, systems integration, package evaluation and implementation and infrastructure management services."
ING,ING Groep NV operates in the financial services domain. Its key areas of operation include retail and commercial banking.
INGN,"Inogen Inc is a medical technology company that develops, manufactures and markets portable oxygen concentrators used to deliver supplemental long-term oxygen therapy to patients suffering from chronic respiratory conditions."
INGR,"Ingredion Inc is a major supplier of high-quality food and industrial ingredients to customers around the world. The ingredients are used by customers in the food, beverage, animal feed, paper and corrugating, and brewing industries, among others."
INKM,"The investment seeks to provide total return by focusing on investments in income and yield-generating assets.
 The Adviser primarily invests the assets of the fund among ETPs that provide exposure to five primary asset classes: (i) domestic and international equity securities; (ii) domestic and international investment-grade and high yield debt securities; (iii) hybrid equity/debt securities; (iv) first lien senior secured floating rate bank loans, commonly referred to as ""Senior Loans""; and (v) REITs, including equity REITs and mortgage REITs."
INN,Summit Hotel Properties Inc is a self-managed hotel investment company. The Company is engaged in acquiring and owning premium-branded select-service hotels in the upscale and upper midscale segments of the U.S. lodging industry.
INNT,Innovate Biopharmaceuticals Inc is a clinical stage biotechnology company. The company is engaged in developing novel medicines for autoimmune/ inflammatory disease.
INO,Inovio Pharmaceuticals Inc is a clinical stage biopharmaceutical company. It develops active DNA immunotherapies and vaccines in combination with proprietary electroporation delivery devices to prevent and treat cancers and infectious diseases.
INOD,"Innodata Inc provides knowledge process outsourcing services, and publishing and related information technology services that help media and information services companies create, manage and maintain their products."
INOV,"Inovalon Holdings Inc is a United State based technology company. It delivers seamless, end-to-end platforms that bring the benefits of big data and large-scale analytics to the point of care."
INPX,Inpixon through its subsidiaries provides data analytics and location-based products and related services for the cyber-security and internet of things markets. The company's segments include Indoor positioning analytics and Infrastructure.
INR,"The investment seeks to replicate, net of expenses, the S&P Indian Rupee Total Return Index.
 The index tracks the value of the Indian rupee relative to the U.S. dollar. It follows the value of non-deliverable, three-month currency forward contracts that are rolled at three-month intervals and includes daily accrued interest."
INS,Intelligent Systems Corp is engaged in the business of providing technology solutions and processing services to the financial technology & services market referred to as the FinTech industry.
INSE,"Inspired Entertainment Inc is a gaming technology company. It offers Virtual Sports, Mobile Gaming and Server-Based Gaming systems to regulated betting, gaming and lottery operators around the world."
INSG,"Inseego Corp enables mobile applications for large enterprise verticals, service providers and small medium businesses. Its portfolio consists of Enterprise SaaS and IoT and Mobile solutions."
INSI,"Rivus Bond Fund is a diversified closed-end, management investment company. The objectives of the fund is to maintain a high level of income."
INSM,Insmed Inc is a global biotechnology company. It is focused on developing novel therapies that focus primarily on lung diseases.
INSP,Inspire Medical Systems Inc operates as a medical technology company. The firm develops implantable neurostimulation systems to treat obstructive sleep apnea.
INST,"Instructure, Inc. provides cloud-based learning management platform for academic institutions and companies worldwide. The company offers its platform through a Software-as-a-Service business model."
INSW,International Seaways Inc operates a fleet of oceangoing vessels engaged in the transportation of crude oil and petroleum products in the International Flag trades.
INSY,"Insys Therapeutics Inc develops and commercializes drugs delivery systems targeting the oncology space. The company manufactures cannabinoid formulation, and sublingual spray drug delivery technology for the US and Europe markets."
INT,"World Fuel Services Corp is an energy management company. The company offers fuel and related products and services to commercial airlines, second and third tier airlines, regional and low cost carriers. Its segments are aviation, marine and land."
INTC,"Intel Corp is the world's largest chipmaker. It engaged in making a semiconductor chip. It designs and manufactures integrated digital technology products like integrated circuits, for industries such as computing and communications."
INTG,"The Intergroup Corp is a real estate development company. It is engaged in the operation of multi-family residential properties, operation of hotel, and in the investment of its cash in marketable securities and other investments."
INTL,"INTL FCStone Inc is a financial services organization. It is engaged in providing financial products and advisory and execution services that help its clients access market liquidity, maximize profits and manage risk."
INTT,"inTest Corp is an independent designer, manufacturer and marketer of thermal, mechanical and electrical products that are used by semiconductor manufacturers in conjunction with ATE, in the testing of ICs."
INTU,"Intuit Inc creates business and financial management solutions for small businesses, consumers, and accounting professionals. The company's products and services include QuickBooks and TurboTax."
INUV,Inuvo Inc is an internet advertising technology and digital publishing company. The Company along with its subsidiaries develops technology to deliver content and targeted advertisements over the internet.
INVA,"Innoviva Inc is a biopharmaceutical company that is engaged in the discovery, development and commercialization of small molecule medicines. The firm collaborates with and receives funding from GlaxoSmithKline."
INVE,"Identiv Inc provides secure identification solutions in the connected world, including premises, as well as information centers."
INVH,"Invitation Homes Inc is an owner and operator of single-family homes for lease in the United States. It buys and sells vacant, leased or occupied homes."
INWK,"InnerWorkings Inc is a marketing supply chain company that provides marketing execution solutions including advertising materials, branded merchandise, product packaging, and retail displays."
INXN,"InterXion Holding NV provides cloud & carrier-neutral colocation data centre services in Europe. It offers services including space, power, cooling & a secure environment in which to house its customers' computing, network, storage and IT infrastructure."
INXX,"The investment seeks investment results that correspond to the price and yield performance of the Indxx India Infrastructure Index.
 Under normal circumstances, the fund will invest at least 80% of its net assets in Indian infrastructure companies included in the index and the advisor generally expects to be substantially invested at such times, with at least 95% of its net assets invested in these securities. The index is a maximum 30-stock free-float adjusted market capitalization-weighted index designed to measure the market performance of companies in the infrastructure industry in India. The fund is non-diversified."
IO,"ION Geophysical Corp provides a variety of seismic products and services, including seismic acquisition equipment, navigation and data-management software products, seismic data processing services to oil and natural gas industry."
IONS,"Ionis Pharmaceuticals Inc is the RNA-targeted drug discovery and development company. Its broad pipeline consists of close to 32 drugs to treat a wide variety of diseases with an emphasis on cardiovascular, metabolic, severe, and rare diseases."
IOO,"The investment seeks to track the investment results of the S&P Global 100TM (the ""underlying index""), which is designed to measure the performance of the stocks of 100 large-capitalization global companies.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which the advisor believes will help the fund track the underlying index."
IOR,Income Opportunity Realty Investors Inc invests in equity interests in real estate through direct equity investments and partnerships and finances real estate and real estate-related activities through investments in mortgage loans.
IOSP,"Innospec Inc develops, manufactures, blends, markets, and supplies fuel additives, oilfield chemicals, personal care and other specialty chemicals. Its segments are Fuel Specialties; Performance Chemicals, Oilfield Services, and Octane Additives."
IOTS,"Adesto Technologies Corp is a provider of application-specific and ultra-low power non-volatile memory products. It offers four product types namely DataFlash, Fusion Flash, Mavriq and Moneta."
IOVA,"Iovance Biotherapeutics Inc is a biopharmaceutical company in the United States. Its lead pipeline candidate, LN-144, uses the tumor-infiltrating lymphocytes to treat serious diseases."
IP,"International Paper Co produces and distributes printing paper, packaging, forest products, and chemical products. The company operates in three segments namely; Industrial Packaging, Printing Papers, and Global Cellulose Fibers."
IPAR,"Inter Parfums Inc operates in the fragrance business and manufactures, markets and distributes fragrances and fragrance related products."
IPAS,"iPass Inc provides global mobile connectivity, offering Wi-Fi access on any mobile device on the Wi-Fi network. The iPass SmartConnect platform takes the guesswork out of Wi-Fi, automatically connecting customers to the best hotspot for their needs."
IPCI,"IntelliPharmaCeutics International Inc is a pharmaceutical company. The Company is engaged in the research, development and manufacture of novel and generic controlled-release and targeted-release oral solid dosage drugs."
IPDN,"Professional Diversity Network Inc is an operator of professional networks. It serves many communities, including Women, Hispanic-Americans, African-Americans, Asian-Americans, Disabled, Military Professionals, and Lesbian, Gay, Bisexual, and Transgender."
IPE,"The investment seeks to provide investment results that correspond generally to the price and yield performance of the Bloomberg Barclays U.S. Government Inflation-Linked Bond Index.
 The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index or in securities that the adviser determines have economic characteristics that are substantially identical to the economic characteristics of the securities that comprise the index. The index is designed to measure the performance of the inflation protected public obligations of the U.S. Treasury, commonly known as ""TIPS."" It is non-diversified."
IPFF,"The investment seeks to track the investment results of the S&P International Preferred Stock IndexTM.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index measures the performance of a select group of preferred stocks from non-U.S. developed market issuers and traded on non-U.S. developed market exchanges as defined by the index provider. The fund is non-diversified."
IPG,"The Interpublic Group of Companies Inc is an advertising and marketing service company. Its services include consumer advertising, digital marketing, communications planning & media buying, public relations & specialized communications disciplines."
IPGP,"IPG Photonics Corp is a developer and manufacturer of fiber lasers and amplifiers for diverse applications in numerous markets. The company sells its products globally to OEMs, system integrators and end users in a wide range of diverse markets."
IPHI,"Inphi Corp is engaged in designing, development and sale of high-speed analog connectivity components that operate to maintain, amplify and improve signal integrity in a wide variety of applications."
IPHS,"Innophos Holdings Inc is producer of specialty grade phosphate products for the Food, Pharmaceutical and Industrial market segments. Its products act as flavor enhancers in beverages, leavening agents in baked goods and cleaning agents in toothpaste."
IPI,"Intrepid Potash Inc produces and sells potash and potash byproducts. The company operates through two main product segments: Potash and Trio primarily producing selling potash and specialty fertilizer that consists of potassium, sulfate, and magnesium."
IPIC,"IPic Entertainment Inc through its subsidiaries owns and operates the restaurant, full-service bar, theater auditoriums with in-theater dining venues for private events, family and business functions and other corporate-sponsored events."
IPOA,Social Capital Hedosophia Holdings Corp is a blank check company.
IPWR,"Ideal Power Inc develops, markets and distributes electrical power conversion products using its proprietary technology called Power Packet Switching Architecture. The company sells its product primarily to systems integrators."
IQ,"iQIYI Inc is a platform in China offering a range of collection of internet video content, including professionally-produced content licensed from professional content providers and self-produced content, on its platform."
IQI,"Invesco Quality Municipal Income Trust is a diversified, closed-end management investment company. Its investment objective is to provide current income which is exempt from federal income tax."
IQV,"IQVIA Holdings Inc is an information and technology-enabled healthcare service provider to the pharmaceutical services, biotechnology, and healthcare industries. The Commercial Solutions and Research and Development Solutions generate maximum revenue."
IR,"Ingersoll-Rand PLC is a diversified company. It provides products, services and solutions to enhance the quality and comfort of air in homes and buildings, transport and protect food and perishables, and increase industrial productivity and efficiency."
IRBT,"iRobot Corp designs and sells small, artificially intelligent consumer robots. The company's most successful products include its automatic Roomba vacuum and the floor-mopping Braava."
IRCP,"IRSA Propiedades Comerciales SA is a real estate company. The company is engaged in holding, leasing, managing, developing, operating and acquiring shopping malls and office buildings."
IRDM,Iridium Communications Inc is a United States based company which is engaged in providing mobile voice and data communications services through a constellation of low earth orbiting satellites.
IRET,Investors Real Estate Trust is a real estate investment trust that owns and operates income producing real estate properties. Its multifamily leases are for one-year term and commercial properties are leased to tenants under long-term lease arrangements.
IRIX,"IRIDEX Corp designs, manufactures, and markets laser equipment used in the ophthalmologic and aesthetic fields."
IRL,"New Ireland Fund Inc is a non-diversified, closed-end management investment company. The fund's investment objective is long-term capital appreciation through investment primarily in equity securities of Irish companies."
IRM,"Iron Mountain Inc provides records, information management services, and data management services, along with the complex storage and information management such as rising storage rental costs, and increased litigation, and disaster recovery requirements."
IRMD,"iRadimed Corp develops, manufactures, markets and distributes Magnetic Resonance Imaging compatible products to acute care facilities and outpatient imaging centers, both in the United States and internationally."
IROQ,"IF Bancorp Inc is a savings and loan holding company. The Company is engaged in the business of directing, planning, and coordinating the business activities of its subsidiary, Iroquois Federal Savings and Loan Association."
IRR,"Under normal market conditions, the Fund will seek to achieve its investment objective by investing at least 80% of its managed assets in the equity securities of, or derivatives linked to the equity securities of, companies that are primarily engaged in owning or developing energy, other natural resources and basic materials, or supplying goods and services to such companies. The Fund will consider a company to be principally engaged in owning or developing energy, other natural resource and basic materials, or supplying goods and services to such companies if: (i) at least 50% of the companys assets, sales, or profits are committed to or derived from any of the energy, other natural resources or basic materials industries; or (ii) a third party has given the company an industry or sector classification in the energy, other natural resources or basic materials sector. Equity securities held by the Fund may include common stocks, preferred shares, convertible securities, warrants and depository receipts. The Fund may also invest in Exchange Traded Funds composed primarily of Natural Resources Companies. Additionally the Fund will employ an integrated options collar strategy to seek to partially reduce the exposure of the Fund to declines in the value of the energy and natural resources securities in its portfolio."
IRS,"IRSA Inversiones y Representaciones SA is a diversified Argentine real estate firm. It property portfolio includes shopping centers, hotels, office buildings and residential development."
IRT,"Independence Realty Trust Inc is a real estate investment trust. It owns apartment properties in geographic non-gateway markets. The company generates its revenue in the form of Rental income, Reimbursement and other income."
IRTC,iRhythm Technologies Inc is a commercial-stage digital healthcare company redefining the way cardiac arrhythmias are clinically diagnosed by combining wearable biosensing technology with cloud-based data analytics and machine-learning capabilities.
IRWD,"Ironwood Pharmaceuticals Inc is a biotechnology company which is focused on advancing innovative product opportunities in areas of large unmet needs such as constipation, gastrointestinal disorders, hyperuricemia, among others."
ISBC,"Investors Bancorp Inc operates full-service community bank in the greater New Jersey and New York metropolitan areas that offers banking products and services to consumer, business, commercial real estate, nonprofit and local government customers."
ISCA,International Speedway Corp is an owner of motorsports entertainment facilities and promoter of motorsports themed entertainment activities in the United States.
ISD,Prudential Short Term High Yield Fund is active in the financial services domain. It invests primarily in a diversified portfolio of below investment grade bonds.
ISDR,"Issuer Direct Corp provides disclosure management solution, shareholder communication tools and cloud-based compliance technologies. It works with clients in the financial service industry including brokerage firms, corporate issuers and mutual funds."
ISHG,"The investment seeks to track the investment results of the S&P International Sovereign Ex-U.S. 1-3 Year Bond Index.
 The fund will invest at least 90% of its assets in the component securities of the index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index is a broad, market value weighted index designed to measure the performance of sovereign bonds issued in local currencies by developed market countries, as classified by SPDJI, outside the U.S. The fund is non-diversified."
ISIG,"Insignia Systems Inc markets in-store advertising products, programs and services to retailers and consumer packaged goods manufacturers."
ISNS,"Image Sensing Systems Inc develops, and markets software-based computer enabled detection products for use in traffic, safety, security, police and parking applications. The company operates through two segments namely Intersection and Highway."
ISR,"IsoRay Inc designs and develops personalized brachytherapy products. The company treats prostate cancer, brain, liver, breast cancer, colorectal cancer, gynecological cancer, lung cancer, ocular melanoma and pancreatic cancer."
ISRG,"Intuitive Surgical Inc designs, manufactures, markets da Vinci Surgical Systems, and related instruments. The da Vinci surgery, combines the benefits of minimally invasive surgery for patients with the ease of use, precision and dexterity of open surgery."
ISRL,"Isramco Inc is an independent oil and natural gas company, engaged in the exploration, development, and production of predominately oil and natural gas properties located onshore in the United States and offshore Israel."
ISSC,"Innovative Solutions and Support Inc is a systems integrator that manufactures, sells, & services air data equipment, engine display systems, standby equipment, primary flight guidance & cockpit display systems for retrofit applications & OEM."
ISTB,"The investment seeks to track the investment results of the Bloomberg Barclays U.S. Universal 1-5 Year Index, which measures the performance of U.S. dollar-denominated taxable bonds that are rated either investment-grade or high yield with remaining effective maturities between one and five years.
 The fund invests at least 90% of its assets in the component securities of the index and in investments that have economic characteristics that are substantially identical to the component securities and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the index."
ISTR,"Investar Holding Corp is a financial holding company. It is engaged in offering commercial and retail lending products throughout market areas, including business loans to small to medium-sized businesses as well as loans to individuals."
IT,"Gartner Inc is an information technology research and advisory company. It offers services to business leaders in high-tech and telecom enterprises and professional services firms, to supply chain professionals and technology investors."
ITA,"The investment seeks to track the investment results of the Dow Jones U.S. Select Aerospace & Defense Index composed of U.S. equities in the aerospace and defense sector.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index measures the performance of the aerospace and defense sector of the U.S. equity market. Aerospace companies in the index include manufacturers, assemblers and distributors of aircraft and aircraft parts. The fund is non-diversified."
ITB,"The investment seeks to track the investment results of the Dow Jones U.S. Select Home Construction Index composed of U.S. equities in the home construction sector.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index measures the performance of the home construction sector of the U.S. equity market. The fund may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents. It is non-diversified."
ITCB,"Itau Corpbanca provides commercial and retail banking services to its customers. The Company, through its subsidiaries, provides financial advisory services, mutual fund management, insurance brokerage and securities brokerage services."
ITCI,Intra-Cellular Therapies Inc is a biopharmaceutical company. It is engaged in discovery and clinical development of small molecule drugs that address underserved medical needs in neuropsychiatric and neurological disorders.
ITE,"The investment seeks to provide investment results that correspond generally to the price and yield performance of the Bloomberg Barclays 3-10 Year U.S. Treasury Index.
 The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index or in securities that the Adviser determines have economic characteristics that are substantially identical to the economic characteristics of the securities that comprise the index. The index is designed to measure the performance of intermediate term (3-10 years) public obligations of the U.S. Treasury. It is non-diversified."
ITG,Investment Technology Group Inc is an execution and research broker that partners with portfolio managers and traders to provide financial technology and data-driven insights throughout the investment process.
ITGR,"Integer Holdings Corp is the medical device outsource manufacturer serving cardiac, neuromodulation, orthopedics,vascular and surgical markets. The company's brands include Greatbatch Medical, Lake Region Medical and Electrochem."
ITI,Iteris Inc provides intelligent information solutions to the traffic management & global agribusiness market. The Company is engaged in the development and application of technologies and software-based information systems that reduce traffic congestion.
ITIC,"Investors Title Co is engaged in the issuance of residential and commercial title insurance through ITIC and NITIC. It also provides tax-deferred real property exchange services, investment management and trust services."
ITM,"The investment seeks to replicate as closely as possible, before fees and expenses, the price and yield performance of the Bloomberg Barclays AMT-Free Intermediate Continuous Municipal Index.
 The fund normally invests at least 80% of its total assets in fixed income securities that comprise the index. The index is comprised of publicly traded municipal bonds that cover the U.S. dollar denominated intermediate term tax-exempt bond market."
ITOT,"The investment seeks to track the investment results of the S&P Total Market Index™ (TMI), which is comprised of the common equities included in the S&P 500® and the S&P Completion Index™.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents, including shares of money market funds advised by BFA or its affiliates, as well as in securities not included in the underlying index."
ITP,"Orient Paper Inc through its subsidiary, is engaged in production and distribution of products such as corrugating medium paper, offset printing paper, digital photo paper and tissue paper products."
ITRI,"Itron Inc is a technology and services company. It provides solutions that measure, manage, and analyze energy and water use. Its solutions include standard meters and smart metering products, metering systems, and services."
ITRM,Iterum Therapeutics PLC is a clinical-stage pharmaceutical company. The company is engaged in developing and commercializing sulopenem to be the first and only oral and intravenous branded penem available globally.
ITRN,"Ituran Location and Control Ltd offers location-based services, such as stolen vehicle recovery & tracking services. It also provides wireless communication products in connection to location-based services & fleet management, & among others."
ITT,"ITT Inc is a manufacturer of engineered, customized solutions for the energy, transportation and industrial markets. Its operations are divided into Industrial Process, Motion Technologies, Interconnect Solutions, and Control Technologies."
ITUB,"Itau Unibanco Holding SA operates through banks. Its services comprise of investment banking, credit card, financing, leasing, and foreign trade financing."
ITW,Illinois Tool Works Inc manufactures diversified range of industrial products and equipment. Its segments are Automotive OEM; Food Equipment; Test & Measurement and Electronics; Welding; Polymers & Fluids; Construction Products; and Specialty Products.
IUSG,"The investment seeks to track the investment results of the S&P 900 Growth Index (the ""underlying index"").
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index measures the performance of the large- and mid- capitalization growth sector of the U.S. equity market."
IUSV,"The investment seeks to track the investment results of the S&P 900 Value Index (the ""underlying index""), which measures the performance of the large- and mid-capitalization value sector of the U.S. equity market.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which the advisor believes will help the fund track the underlying index."
IVAC,Intevac Inc provides thin film solutions. It provides vacuum deposition equipment for a range of thin-film applications and digital night-vision technologies and products to the defense industry.
IVC,"Invacare Corp is a manufacturer and distributor of medical equipment used in non-acute care settings. The company sells its products to home medical equipment providers with retail and e-commerce channels, residential care operators, and distributors."
IVE,"The investment seeks to track the investment results of the S&P 500 Value IndexTM, which measures the performance of the large-capitalization value sector of the U.S. equity market.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which the advisor believes will help the fund track the underlying index."
IVH,"Ivy High Income Opportunities Fund is a non-diversified, closed-end management investment company. Its investment objective is to seek to provide total return through a combination of a high level of current income and capital appreciation."
IVOG,"The investment seeks to track the performance of a benchmark index that measures the investment return of mid-capitalization growth stocks in the United States.
 The fund employs an indexing investment approach designed to track the performance of the S&P MidCap 400® Growth Index, which represents the growth companies, as determined by the index sponsor, of the S&P MidCap 400 Index. The Advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index."
IVOO,"The investment seeks to track the performance of a benchmark index that measures the investment return of mid-capitalization stocks in the United States.
 The fund employs an indexing investment approach designed to track the performance of the S&P MidCap 400® Index. The index measures the performance of mid-capitalization stocks in the United States. The Advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index."
IVOV,"The investment seeks to track the performance of a benchmark index that measures the investment return of mid-capitalization value stocks in the United States.
 The fund employs an indexing investment approach designed to track the performance of the S&P MidCap 400® Value Index, which represents the value companies, as determined by the index sponsor, of the S&P MidCap 400 Index. The Advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index."
IVR,"Invesco Mortgage Capital Inc is a REIT which invests, finances, and manages residential and commercial mortgage-backed securities and mortgage loans. The company's portfolio consists of residential and commercial mortgage-backed securities."
IVV,"The investment seeks to track the investment results of the S&P 500 (the ""underlying index""), which measures the performance of the large-capitalization sector of the U.S. equity market.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which the advisor believes will help the fund track the underlying index."
IVW,"The investment seeks to track the investment results of the S&P 500 Growth IndexTM, which measures the performance of the large-capitalization growth sector of the U.S. equity market.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which BFA believes will help the fund track the underlying index."
IVZ,Invesco Ltd is an independent investment management firm. The company provides retail and institutional clients with an array of investment management capabilities. It has presence in the institutional and retail markets.
IWB,"The investment seeks to track the investment results of the Russell 1000® Index, which measures the performance of large- and mid- capitalization sectors of the U.S. equity market.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which the advisor believes will help the fund track the underlying index."
IWC,"The investment seeks to track the investment results of the Russell Microcap Index, which measures the performance of the microcap sector of the U.S. equity market.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which the advisor believes will help the fund track the underlying index."
IWD,"The investment seeks to track the investment results of the Russell 1000® Value Index (the ""underlying index""), which measures the performance of large- and mid- capitalization value sectors of the U.S. equity market.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which the advisor believes will help the fund track the underlying index."
IWF,"The investment seeks to track the investment results of the Russell 1000® Growth Index, which measures the performance of large- and mid-capitalization growth sectors of the U.S. equity market.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which the advisor believes will help the fund track the underlying index."
IWL,"The investment seeks to track the investment results of the Russell Top 200® Index, which measures the performance of the largest capitalization sector of the U.S. equity market.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents, including shares of money market funds advised by the advisor or its affiliates, as well as in securities not included in the underlying index, but which the advisor believes will help the fund track the underlying index."
IWM,"The investment seeks to track the investment results of the Russell 2000® Index, which measures the performance of the small-capitalization sector of the U.S. equity market.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which the advisor believes will help the fund track the underlying index."
IWN,"The investment seeks to track the investment results of the Russell 2000 Value Index, which measures the performance of the small-capitalization value sector of the U.S. equity market.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which the advisor believes will help the fund track the underlying index."
IWO,"The investment seeks to track the investment results of the Russell 2000 Growth Index, which measures the performance of the small-capitalization growth sector of the U.S. equity market.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which the advisor believes will help the fund track the underlying index."
IWP,"The investment seeks to track the investment results of the Russell Midcap Growth Index, which measures the performance of the mid-capitalization growth sector of the U.S. equity market.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which the advisor believes will help the fund track the underlying index."
IWR,"The investment seeks to track the investment results of the Russell Midcap Index, which measures the performance of the mid-capitalization sector of the U.S. equity market.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which the advisor believes will help the fund track the underlying index."
IWS,"The investment seeks to track the investment results of the Russell Midcap Value Index, which measures the performance of the mid-capitalization value sector of the U.S. equity market.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which the advisor believes will help the fund track the underlying index."
IWV,"The investment seeks to track the investment results of the Russell 3000® Index, which measures the performance of the broad U.S. equity market.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents, including shares of money market funds advised by the advisor or its affiliates, as well as in securities not included in the underlying index, but which the advisor believes will help the fund track the underlying index."
IWX,"The investment seeks to track the investment results of the Russell Top 200 Value Index, which measures the performance of the largest capitalization value sector of the U.S. equity market.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents, including shares of money market funds advised by BFA or its affiliates, as well as in securities not included in the underlying index, but which BFA believes will help the fund track the underlying index."
IWY,"The investment seeks to track the investment results of the Russell Top 200 Growth Index, which measures the performance of the largest capitalization growth sector of the U.S. equity market.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which the advisor believes will help the fund track the underlying index."
